ID	Sentence	AG	US	GRP	OTHER	OPP	SELF	WMN
455	TRUMP : We have a situation in this country that has to be taken care of .	NONE	US-negative	NONE	NONE	NONE	NONE	NONE
456	TRUMP : I will release my tax returns - against my lawyer 's wishes - when she releases her 33,000 e-mails that have been deleted .	NONE	NONE	NONE	NONE	OPP-neutral	SELF-neutral	NONE
457	TRUMP : As soon as she releases them , I will release .	NONE	NONE	NONE	NONE	OPP-neutral	SELF-neutral	NONE
458	TRUMP : I will release my tax returns .	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
459	TRUMP : And that 's against - my lawyers , they say , " Do n't do it . "	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
460	TRUMP : I will tell you this .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
461	TRUMP : No - in fact , watching shows , they 're reading the papers .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
462	TRUMP : Almost every lawyer says , you do n't release your returns until the audit 's complete .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
463	TRUMP : When the audit 's complete , I 'll do it .	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
464	TRUMP : But I would go against them if she releases her e-mails .	NONE	NONE	NONE	NONE	OPP-neutral	SELF-neutral	NONE
465	HOLT : So it 's negotiable ?	NONE	NONE	NONE	NONE	NONE	NONE	NONE
466	TRUMP : It 's not negotiable , no .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
467	TRUMP : Let her release the e-mails .	NONE	NONE	NONE	NONE	OPP-neutral	NONE	NONE
468	TRUMP : Why did she delete 33,000 ...	NONE	NONE	NONE	NONE	OPP-negative	NONE	NONE
469	HOLT : Well , I 'll let her answer that .	NONE	NONE	NONE	NONE	NONE	NONE	NONE
470	HOLT : But let me just admonish the audience one more time .	NONE	NONE	NONE	NONE	NONE	NONE	NONE
471	HOLT : There was an agreement .	NONE	NONE	NONE	NONE	NONE	NONE	NONE
472	HOLT : We did ask you to be silent , so it would be helpful for us .	NONE	NONE	NONE	NONE	NONE	NONE	NONE
473	HOLT : Secretary Clinton ?	NONE	NONE	NONE	NONE	NONE	NONE	NONE
474	CLINTON : Well , I think you 've seen another example of bait-and-switch here .	NONE	NONE	NONE	OTHER-negative	NONE	NONE	NONE
475	CLINTON : For 40 years , everyone running for president has released their tax returns .	NONE	US-positive	NONE	NONE	NONE	NONE	NONE
476	CLINTON : You can go and see nearly , I think , 39 , 40 years of our tax returns , but everyone has done it .	NONE	US-neutral	NONE	NONE	NONE	NONE	NONE
477	CLINTON : We know the IRS has made clear there is no prohibition on releasing it when you 're under audit .	NONE	US-neutral	NONE	NONE	NONE	NONE	NONE
478	CLINTON : So you 've got to ask yourself , why wo n't he release his tax returns ?	NONE	US-neutral	NONE	NONE	OPP-negative	NONE	NONE
479	CLINTON : And I think there may be a couple of reasons .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
480	CLINTON : First , maybe he 's not as rich as he says he is .	NONE	NONE	NONE	NONE	OPP-negative	NONE	NONE
481	CLINTON : Second , maybe he 's not as charitable as he claims to be .	NONE	NONE	NONE	NONE	OPP-negative	NONE	NONE
482	CLINTON : Third , we do n't know all of his business dealings , but we have been told through investigative reporting that he owes about $ 650 million to Wall Street and foreign banks .	NONE	US-neutral	GRP-neutral	NONE	OPP-negative	NONE	NONE
483	CLINTON : Or maybe he does n't want the American people , all of you watching tonight , to know that he 's paid nothing in federal taxes , because the only years that anybody 's ever seen were a couple of years when he had to turn them over to state authorities when he was trying to get a casino license , and they showed he did n't pay any federal income tax .	NONE	US-neutral	NONE	NONE	OPP-negative	NONE	NONE
484	TRUMP : That makes me smart .	NONE	NONE	NONE	NONE	NONE	SELF-positive	NONE
485	CLINTON : So if he 's paid zero , that means zero for troops , zero for vets , zero for schools or health .	NONE	US-negative	NONE	NONE	OPP-negative	NONE	NONE
486	CLINTON : And I think probably he 's not all that enthusiastic about having the rest of our country see what the real reasons are , because it must be something really important , even terrible , that he 's trying to hide .	NONE	US-neutral	NONE	NONE	OPP-negative	NONE	NONE
487	CLINTON : And the financial disclosure statements , they do n't give you the tax rate .	NONE	US-neutral	NONE	NONE	NONE	NONE	NONE
488	CLINTON : They do n't give you all the details that tax returns would .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
489	CLINTON : And it just seems to me that this is something that the American people deserve to see .	NONE	US-neutral	NONE	NONE	NONE	NONE	NONE
490	CLINTON : And I have no reason to believe that he 's ever going to release his tax returns , because there 's something he 's hiding .	NONE	NONE	NONE	NONE	OPP-negative	NONE	NONE
491	CLINTON : And we 'll guess .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
492	CLINTON : We 'll keep guessing at what it might be that he 's hiding .	NONE	NONE	NONE	NONE	OPP-negative	NONE	NONE
493	CLINTON : But I think the question is , were he ever to get near the White House , what would be those conflicts ?	NONE	US-neutral	NONE	NONE	OPP-neutral	NONE	NONE
494	CLINTON : Who does he owe money to ?	NONE	NONE	NONE	NONE	OPP-negative	NONE	NONE
495	CLINTON : Well , he owes you the answers to that , and he should provide them .	NONE	NONE	NONE	NONE	OPP-negative	NONE	NONE
496	HOLT : He alsohe also raised the issue of your e-mails .	NONE	NONE	NONE	NONE	NONE	NONE	NONE
497	HOLT : Do you want to respond to that ?	NONE	NONE	NONE	NONE	NONE	NONE	NONE
498	CLINTON : I do .	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
499	CLINTON : You know , I made a mistake using a private e-mail .	NONE	NONE	NONE	OTHER-neutral	NONE	SELF-negative	NONE
500	TRUMP : That 's for sure .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
501	CLINTON : And if I had to do it over again , I would , obviously , do it differently .	NONE	NONE	NONE	NONE	NONE	SELF-negative	NONE
502	CLINTON : But I 'm not going to make any excuses .	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
503	CLINTON : It was a mistake , and I take responsibility for that .	NONE	NONE	NONE	NONE	NONE	SELF-positive	NONE
504	HOLT : Mr. Trump ?	NONE	NONE	NONE	NONE	NONE	NONE	NONE
505	TRUMP : That was more than a mistake .	NONE	NONE	NONE	OTHER-negative	NONE	NONE	NONE
506	TRUMP : That was done purposely .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
507	TRUMP : OK ?	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
508	TRUMP : That was not a mistake .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
509	TRUMP : That was done purposely .	NONE	NONE	NONE	OTHER-negative	NONE	NONE	NONE
510	TRUMP : When you have your staff taking the Fifth Amendment , taking the Fifth so they 're not prosecuted , when you have the man that set up the illegal server taking the Fifth , I think it 's disgraceful .	NONE	US-neutral	NONE	OTHER-negative	NONE	NONE	NONE
511	TRUMP : And believe me , this country thinks it 's - really thinks it 's disgraceful , also .	NONE	US-neutral	NONE	OTHER-negative	NONE	NONE	NONE
512	TRUMP : As far as my tax returns , you do n't learn that much from tax returns .	NONE	US-neutral	NONE	NONE	NONE	SELF-neutral	NONE
513	TRUMP : That I can tell you .	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
514	TRUMP : You learn a lot from financial disclosure .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
515	TRUMP : And you should go down and take a look at that .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
516	TRUMP : The other thing , I 'm extremely underleveraged .	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
517	TRUMP : The report that said $ 650 - which , by the way , a lot of friends of mine that know my business say , boy , that 's really not a lot of money .	NONE	NONE	NONE	OTHER-neutral	NONE	SELF-neutral	NONE
518	TRUMP : It 's not a lot of money relative to what I had .	NONE	NONE	NONE	OTHER-neutral	NONE	SELF-neutral	NONE
519	TRUMP : The buildings that were in question , they said in the same report , which was - actually , it was n't even a bad story , to be honest with you , but the buildings are worth $ 3.9 billion .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
520	TRUMP : And the $ 650 is n't even on that .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
521	TRUMP : But it 's not $ 650 .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
522	TRUMP : It 's much less than that .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
523	TRUMP : But I could give you a list of banks , I would if that would help you , I would give you a list of banks .	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
524	TRUMP : These are very fine institutions , very fine banks .	NONE	NONE	NONE	OTHER-positive	NONE	NONE	NONE
525	TRUMP : I could do that very quickly .	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
526	TRUMP : I am very underleveraged .	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
527	TRUMP : I have a great company .	NONE	NONE	NONE	NONE	NONE	SELF-positive	NONE
528	TRUMP : I have a tremendous income .	NONE	NONE	NONE	NONE	NONE	SELF-positive	NONE
529	TRUMP : And the reason I say that is not in a braggadocios way .	NONE	NONE	NONE	NONE	NONE	SELF-positive	NONE
530	TRUMP : It 's because it 's about time that this country had somebody running it that has an idea about money .	NONE	US-negative	NONE	NONE	NONE	SELF-positive	NONE
531	TRUMP : When we have $ 20 trillion in debt , and our country 's a mess , you know , it 's one thing to have $ 20 trillion in debt and our roads are good and our bridges are good and everything 's in great shape , our airports .	NONE	US-negative	NONE	NONE	NONE	NONE	NONE
532	TRUMP : Our airports are like from a third world country .	NONE	US-negative	NONE	NONE	NONE	NONE	NONE
533	TRUMP : You land at LaGuardia , you land at Kennedy , you land at LAX , you land at Newark , and you come in from Dubai and Qatar and you see these incredible - you come in from China , you see these incredible airports , and you land - we 've become a third world country .	NONE	US-negative	GRP-positive	NONE	NONE	NONE	NONE
534	TRUMP : So the worst of all things has happened .	NONE	NONE	NONE	OTHER-negative	NONE	NONE	NONE
535	TRUMP : We owe $ 20 trillion , and we 're a mess .	NONE	US-negative	NONE	NONE	NONE	NONE	NONE
536	TRUMP : We have n't even started .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
537	TRUMP : And we 've spent $ 6 trillion in the Middle East , according to a report that I just saw .	NONE	US-neutral	GRP-neutral	NONE	NONE	NONE	NONE
538	TRUMP : Whether it 's 6 or 5 , but it looks like it 's 6 , $ 6 trillion in the Middle East , we could have rebuilt our country twice .	NONE	US-negative	GRP-negative	NONE	NONE	NONE	NONE
539	TRUMP : And it 's really a shame .	NONE	NONE	NONE	OTHER-negative	NONE	NONE	NONE
540	TRUMP : And it 's politicians like Secretary Clinton that have caused this problem .	NONE	US-negative	NONE	NONE	OPP-negative	NONE	NONE
541	TRUMP : Our country has tremendous problems .	NONE	US-negative	NONE	NONE	NONE	NONE	NONE
542	TRUMP : We 're a debtor nation .	NONE	US-negative	NONE	NONE	NONE	NONE	NONE
543	TRUMP : We 're a serious debtor nation .	NONE	US-negative	NONE	NONE	NONE	NONE	NONE
544	TRUMP : And we have a country that needs new roads , new tunnels , new bridges , new airports , new schools , new hospitals .	NONE	US-negative	NONE	NONE	NONE	NONE	NONE
545	TRUMP : And we do n't have the money , because it 's been squandered on so many of your ideas .	NONE	US-negative	NONE	NONE	OPP-negative	NONE	NONE
546	HOLT : We 'll let you respond and we 'll move on to the next segment .	NONE	NONE	NONE	NONE	NONE	NONE	NONE
547	CLINTON : And maybe because you have n't paid any federal income tax for a lot of years .	NONE	US-neutral	NONE	NONE	OPP-negative	NONE	NONE
548	CLINTON : And the other thing I think is important ...	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
549	TRUMP : It would be squandered , too , believe me .	NONE	NONE	NONE	OTHER-negative	NONE	NONE	NONE
550	CLINTON : ... Is if your - if your main claim to be president of the United States is your business , then I think we should talk about that .	NONE	US-neutral	NONE	NONE	OPP-neutral	NONE	NONE
551	CLINTON : You know , your campaign manager said that you built a lot of businesses on the backs of little guys .	NONE	NONE	NONE	NONE	OPP-negative	NONE	NONE
552	CLINTON : And , indeed , I have met a lot of the people who were stiffed by you and your businesses , Donald .	NONE	NONE	NONE	NONE	OPP-negative	SELF-neutral	NONE
553	CLINTON : I 've met dishwashers , painters , architects , glass installers , marble installers , drapery installers , like my dad was , who you refused to pay when they finished the work that you asked them to do .	NONE	US-neutral	NONE	NONE	OPP-negative	SELF-neut	NONE
554	CLINTON : We have an architect in the audience who designed one of your clubhouses at one of your golf courses .	NONE	US-neutral	NONE	NONE	OPP-neutral	NONE	NONE
555	CLINTON : It 's a beautiful facility .	NONE	NONE	NONE	OTHER-positive	NONE	NONE	NONE
556	CLINTON : It immediately was put to use .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
557	CLINTON : And you would n't pay what the man needed to be paid , what he was charging you to do ...	NONE	NONE	NONE	NONE	OPP-negative	NONE	NONE
558	TRUMP : Maybe he did n't do a good job and I was unsatisfied with his work ...	NONE	NONE	NONE	OTHER-negative	NONE	SELF-neutral	NONE
559	CLINTON : Well , to ...	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
560	TRUMP : Which our country should do , too .	NONE	US-neutral	NONE	NONE	NONE	NONE	NONE
561	CLINTON : Do the thousands of people that you have stiffed over the course of your business not deserve some kind of apology from someone who has taken their labor , taken the goods that they produced , and then refused to pay them ?	NONE	US-neutral	NONE	NONE	OPP-negative	NONE	NONE
562	CLINTON : I can only say that I 'm certainly relieved that my late father never did business with you .	NONE	NONE	NONE	NONE	OPP-negative	SELF-neutral	NONE
563	CLINTON : He provided a good middle-class life for us , but the people he worked for , he expected the bargain to be kept on both sides .	NONE	NONE	NONE	OTHER-positive	NONE	NONE	NONE
564	CLINTON : And when we talk about your business , you 've taken business bankruptcy six times .	NONE	NONE	NONE	NONE	OPP-negative	NONE	NONE
565	CLINTON : There are a lot of great businesspeople that have never taken bankruptcy once .	NONE	NONE	NONE	OTHER-positive	NONE	NONE	NONE
566	CLINTON : You call yourself the King of Debt .	NONE	NONE	NONE	NONE	OPP-negative	NONE	NONE
567	CLINTON : You talk about leverage .	NONE	NONE	NONE	NONE	OPP-neutral	NONE	NONE
568	CLINTON : You even at one time suggested that you would try to negotiate down the national debt of the United States .	NONE	US-neutral	NONE	NONE	OPP-neutral	NONE	NONE
569	TRUMP : Wrong .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
570	TRUMP : Wrong .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
571	CLINTON : Well , sometimes there 's not a direct transfer of skills from business to government , but sometimes what happened in business would be really bad for government .	NONE	US-neutral	NONE	OTHER-negative	NONE	NONE	NONE
572	HOLT : Let 's let Mr. Trump ...	NONE	NONE	NONE	NONE	NONE	NONE	NONE
573	CLINTON : And we need to be very clear about that .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
574	TRUMP : So , yeah , I think - I do think it 's time .	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
575	TRUMP : Look , it 's all words , it 's all sound bites .	NONE	NONE	NONE	OTHER-negative	NONE	NONE	NONE
576	TRUMP : I built an unbelievable company .	NONE	NONE	NONE	NONE	NONE	SELF-positive	NONE
577	TRUMP : Some of the greatest assets anywhere in the world , real estate assets anywhere in the world , beyond the United States , in Europe , lots of different places .	NONE	NONE	GRP-neutral	OTHER-positive	NONE	NONE	NONE
578	TRUMP : It 's an unbelievable company .	NONE	NONE	NONE	OTHER-positive	NONE	NONE	NONE
579	TRUMP : But on occasion , four times , we used certain laws that are there .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
580	TRUMP : And when Secretary Clinton talks about people that did n't get paid , first of all , they did get paid a lot , but taken advantage of the laws of the nation .	NONE	US-neutral	NONE	NONE	OPP-negative	NONE	NONE
581	TRUMP : Now , if you want to change the laws , you 've been there a long time , change the laws .	NONE	NONE	NONE	NONE	OPP-neutral	NONE	NONE
582	TRUMP : But I take advantage of the laws of the nation because I 'm running a company .	NONE	US-neutral	NONE	NONE	NONE	SELF-neutral	NONE
583	TRUMP : My obligation right now is to do well for myself , my family , my employees , for my companies .	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
584	TRUMP : And that 's what I do .	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
585	TRUMP : But what she does n't say is that tens of thousands of people that are unbelievably happy and that love me .	NONE	NONE	NONE	NONE	OPP-negative	SELF-positive	NONE
586	TRUMP : I 'll give you an example .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
587	TRUMP : We 're just opening up on Pennsylvania Avenue right next to the White House , so if I do n't get there one way , I 'm going to get to Pennsylvania Avenue another .	NONE	US-neutral	NONE	NONE	NONE	SELF-positive	NONE
588	TRUMP : But we 're opening the Old Post Office .	NONE	US-neutral	NONE	NONE	NONE	NONE	NONE
589	TRUMP : Under budget , ahead of schedule , saved tremendous money .	NONE	NONE	NONE	OTHER-positive	NONE	NONE	NONE
590	TRUMP : I 'm a year ahead of schedule .	NONE	NONE	NONE	NONE	NONE	SELF-positive	NONE
591	TRUMP : And that 's what this country should be doing .	NONE	US-neutral	NONE	NONE	NONE	NONE	NONE
592	TRUMP : We build roads and they cost two and three and four times what they 're supposed to cost .	NONE	US-negative	NONE	NONE	NONE	NONE	NONE
593	TRUMP : We buy products for our military and they come in at costs that are so far above what they were supposed to be , because we do n't have people that know what they 're doing .	NONE	US-negative	NONE	NONE	NONE	NONE	NONE
594	TRUMP : When we look at the budget , the budget is bad to a large extent because we have people that have no idea as to what to do and how to buy .	NONE	US-negative	NONE	NONE	NONE	NONE	NONE
595	TRUMP : The Trump International is way under budget and way ahead of schedule .	NONE	NONE	NONE	NONE	NONE	SELF-positive	NONE
596	TRUMP : And we should be able to do that for our country .	NONE	US-neutral	NONE	NONE	NONE	NONE	NONE
597	HOLT : Well , we 're well behind schedule , so I want to move to our next segment .	NONE	NONE	NONE	NONE	NONE	NONE	NONE
598	HOLT : We move into our next segment talking about America 's direction .	NONE	NONE	NONE	NONE	NONE	NONE	NONE
599	HOLT : And let 's start by talking about race .	NONE	NONE	NONE	NONE	NONE	NONE	NONE
600	HOLT : The share of Americans who say race relations are bad in this country is the highest it 's been in decades , much of it amplified by shootings of African-Americans by police , as we 've seen recently in Charlotte and Tulsa .	NONE	NONE	NONE	NONE	NONE	NONE	NONE
601	HOLT : Race has been a big issue in this campaign , and one of you is going to have to bridge a very wide and bitter gap .	NONE	NONE	NONE	NONE	NONE	NONE	NONE
602	HOLT : So how do you heal the divide ?	NONE	NONE	NONE	NONE	NONE	NONE	NONE
603	HOLT : Secretary Clinton , you get two minutes on this .	NONE	NONE	NONE	NONE	NONE	NONE	NONE
604	CLINTON : Well , you 're right .	NONE	NONE	NONE	NONE	OPP-positive	NONE	NONE
605	CLINTON : Race remains a significant challenge in our country .	NONE	US-negative	GRP-neutral	NONE	NONE	NONE	NONE
606	CLINTON : Unfortunately , race still determines too much , often determines where people live , determines what kind of education in their public schools they can get , and , yes , it determines how they 're treated in the criminal justice system .	NONE	US-negative	GRP-neutral	NONE	NONE	NONE	NONE
607	CLINTON : We 've just seen those two tragic examples in both Tulsa and Charlotte .	NONE	US-negative	NONE	NONE	NONE	NONE	NONE
608	CLINTON : And we 've got to do several things at the same time .	AG-neutral	NONE	NONE	NONE	NONE	NONE	NONE
609	CLINTON : We have to restore trust between communities and the police .	AG-neutral	US-positive	NONE	NONE	NONE	NONE	NONE
610	CLINTON : We have to work to make sure that our police are using the best training , the best techniques , that they 're well prepared to use force only when necessary .	AG-neutral	US-positive	NONE	NONE	NONE	NONE	NONE
611	CLINTON : Everyone should be respected by the law , and everyone should respect the law .	AG-neutral	US-positive	NONE	NONE	NONE	NONE	NONE
612	CLINTON : Right now , that 's not the case in a lot of our neighborhoods .	NONE	US-neutral	NONE	NONE	NONE	NONE	NONE
613	CLINTON : So I have , ever since the first day of my campaign , called for criminal justice reform .	AG-neutral	US-neutral	NONE	NONE	NONE	SELF-neutral	NONE
614	CLINTON : I 've laid out a platform that I think would begin to remedy some of the problems we have in the criminal justice system .	AG-neutral	US-neutral	NONE	NONE	NONE	SELF-neutral	NONE
615	CLINTON : But we also have to recognize , in addition to the challenges that we face with policing , there are so many good , brave police officers who equally want reform .	NONE	US-positive	NONE	NONE	NONE	NONE	NONE
616	CLINTON : So we have to bring communities together in order to begin working on that as a mutual goal .	AG-neutral	US-neutral	NONE	NONE	NONE	NONE	NONE
617	CLINTON : And we 've got to get guns out of the hands of people who should not have them .	AG-neutral	NONE	NONE	NONE	NONE	NONE	NONE
618	CLINTON : The gun epidemic is the leading cause of death of young African-American men , more than the next nine causes put together .	NONE	US-negative	GRP-neutral	NONE	NONE	NONE	NONE
619	CLINTON : So we have to do two things , as I said .	AG-neutral	NONE	NONE	NONE	NONE	SELF-neutral	NONE
620	CLINTON : We have to restore trust .	AG-neutral	NONE	NONE	NONE	NONE	NONE	NONE
621	CLINTON : We have to work with the police .	AG-neutral	US-neutral	NONE	NONE	NONE	NONE	NONE
622	CLINTON : We have to make sure they respect the communities and the communities respect them .	AG-neutral	US-neutral	NONE	NONE	NONE	NONE	NONE
623	CLINTON : And we have to tackle the plague of gun violence , which is a big contributor to a lot of the problems that we 're seeing today .	AG-neutral	US-negative	NONE	NONE	NONE	NONE	NONE
624	HOLT : All right , Mr. Trump , you have two minutes .	NONE	NONE	NONE	NONE	NONE	NONE	NONE
625	HOLT : How do you heal the divide ?	NONE	NONE	NONE	NONE	NONE	NONE	NONE
626	TRUMP : Well , first of all , Secretary Clinton does n't want to use a couple of words , and that 's law and order .	NONE	NONE	NONE	OTHER-neutral	OPP-negative	NONE	NONE
627	TRUMP : And we need law and order .	AG-neutral	US-neutral	NONE	NONE	NONE	NONE	NONE
628	TRUMP : If we do n't have it , we 're not going to have a country .	NONE	US-negative	NONE	NONE	NONE	NONE	NONE
629	TRUMP : And when I look at what 's going on in Charlotte , a city I love , a city where I have investments , when I look at what 's going on throughout various parts of our country , whether it 's - I mean , I can just keep naming them all day long - we need law and order in our country .	AG-neutral	US-negative	NONE	NONE	NONE	SELF-neutral	NONE
630	TRUMP : I just got today the , as you know , the endorsement of the Fraternal Order of Police , we just - just came in .	NONE	US-neutral	NONE	NONE	NONE	SELF-positive	NONE
631	TRUMP : We have endorsements from , I think , almost every police group , very - I mean , a large percentage of them in the United States .	NONE	US-neutral	NONE	NONE	NONE	SELF-positive	NONE
632	TRUMP : We have a situation where we have our inner cities , African-Americans , Hispanics are living in he 'll because it 's so dangerous .	NONE	US-negative	GRP-negative	NONE	NONE	NONE	NONE
633	TRUMP : You walk down the street , you get shot .	NONE	NONE	NONE	OTHER-negative	NONE	NONE	NONE
634	TRUMP : In Chicago , they 've had thousands of shootings , thousands since January 1st .	NONE	US-negative	NONE	NONE	NONE	NONE	NONE
635	TRUMP : Thousands of shootings .	NONE	NONE	NONE	OTHER-negative	NONE	NONE	NONE
636	TRUMP : And I 'm saying , where is this ?	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
637	TRUMP : Is this a war-torn country ?	NONE	NONE	NONE	OTHER-negative	NONE	NONE	NONE
638	TRUMP : What are we doing ?	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
639	TRUMP : And we have to stop the violence .	AG-neutral	NONE	NONE	NONE	NONE	NONE	NONE
640	TRUMP : We have to bring back law and order .	AG-neutral	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
641	TRUMP : In a place like Chicago , where thousands of people have been killed , thousands over the last number of years , in fact , almost 4 have been killed since Barack Obama became president , over - almost 4 people in Chicago have been killed .	NONE	US-negative	NONE	NONE	NONE	NONE	NONE
642	TRUMP : We have to bring back law and order .	AG-neutral	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
643	TRUMP : Now , whether or not in a place like Chicago you do stop and frisk , which worked very well , Mayor Giuliani is here , worked very well in New York .	NONE	US-positive	NONE	OTHER-positive	NONE	NONE	NONE
644	TRUMP : It brought the crime rate way down .	NONE	US-positive	NONE	NONE	NONE	NONE	NONE
645	TRUMP : But you take the gun away from criminals that should n't be having it .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
646	TRUMP : We have gangs roaming the street .	NONE	US-negative	NONE	NONE	NONE	NONE	NONE
647	TRUMP : And in many cases , they 're illegally here , illegal immigrants .	NONE	NONE	GRP-negative	NONE	NONE	NONE	NONE
648	TRUMP : And they have guns .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
649	TRUMP : And they shoot people .	NONE	NONE	NONE	OTHER-negative	NONE	NONE	NONE
650	TRUMP : And we have to be very strong .	AG-neutral	NONE	NONE	NONE	NONE	NONE	NONE
651	TRUMP : And we have to be very vigilant .	AG-neutral	NONE	NONE	NONE	NONE	NONE	NONE
652	TRUMP : We have to be - we have to know what we 're doing .	AG-neutral	NONE	NONE	NONE	NONE	NONE	NONE
653	TRUMP : Right now , our police , in many cases , are afraid to do anything .	NONE	US-negative	NONE	NONE	NONE	NONE	NONE
654	TRUMP : We have to protect our inner cities , because African-American communities are being decimated by crime , decimated .	AG-neutral	US-negative	GRP-negative	NONE	NONE	NONE	NONE
655	HOLT : Your two - your two minutes expired , but I do want to follow up .	NONE	NONE	NONE	NONE	NONE	NONE	NONE
656	HOLT : Stop-and-frisk was ruled unconstitutional in New York , because it largely singled out black and Hispanic young men .	NONE	NONE	NONE	NONE	NONE	NONE	NONE
657	TRUMP : No, you 're wrong .	NONE	NONE	NONE	NONE	OPP-negative	NONE	NONE
658	TRUMP : It went before a judge , who was a very against-police judge .	NONE	US-neutral	NONE	NONE	NONE	NONE	NONE
659	TRUMP : It was taken away from her .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
660	TRUMP : And our mayor , our new mayor , refused to go forward with the case .	NONE	US-neutral	NONE	NONE	NONE	NONE	NONE
661	TRUMP : They would have won an appeal .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
662	TRUMP : If you look at it , throughout the country , there are many places where it 's allowed .	NONE	US-neutral	NONE	NONE	NONE	NONE	NONE
663	HOLT : The argument is that it 's a form of racial profiling .	NONE	NONE	NONE	NONE	NONE	NONE	NONE
664	TRUMP : No, the argument is that we have to take the guns away from these people that have them and they are bad people that should n't have them .	AG-neutral	US-negative	NONE	NONE	NONE	NONE	NONE
665	TRUMP : These are felons .	NONE	NONE	NONE	OTHER-negative	NONE	NONE	NONE
666	TRUMP : These are people that are bad people that should n't be - when you have 3 shootings in Chicago from January 1st , when you have 4 people killed in Chicago by guns , from the beginning of the presidency of Barack Obama , his hometown , you have to have stop-and-frisk .	AG-neutral	US-negative	NONE	OTHER-neutral	NONE	NONE	NONE
667	TRUMP : You need more police .	AG-neutral	US-positive	NONE	NONE	NONE	NONE	NONE
668	TRUMP : You need a better community , you know , relation .	AG-neutral	US-positive	NONE	NONE	NONE	NONE	NONE
669	TRUMP : You do n't have good community relations in Chicago .	NONE	US-negative	NONE	NONE	NONE	NONE	NONE
670	TRUMP : It 's terrible .	NONE	NONE	NONE	OTHER-negative	NONE	NONE	NONE
671	TRUMP : I have property there .	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
672	TRUMP : It 's terrible what 's going on in Chicago .	NONE	US-negative	NONE	NONE	NONE	NONE	NONE
673	TRUMP : But when you look - and Chicago 's not the only - you go to Ferguson , you go to so many different places .	NONE	US-neutral	NONE	NONE	NONE	NONE	NONE
674	TRUMP : You need better relationships .	AG-neutral	NONE	NONE	NONE	NONE	NONE	NONE
675	TRUMP : I agree with Secretary Clinton on this .	NONE	NONE	NONE	NONE	OPP-positive	SELF-neutral	NONE
676	TRUMP : You need better relationships between the communities and the police , because in some cases , it 's not good .	AG-neutral	US-negative	NONE	NONE	NONE	NONE	NONE
